Id,alphabet,Description,Category,Prevalence_20192,Prevalence_20201,Prevalence_20202,Pre_Early_Prct,Early_Outbreak_Prct,Pre_Outbreak_Prct,Pre_rank,Early_rank,Outbreak_rank,Rank_change1,Rank_change2,Rank_change3
z6379,z,Other stressful life events affecting family and household,Other health services,61,70,51,0.147540984,-0.271428571,-0.163934426,312,306,323,-6,17,11
z638,z,Other specified problems related to primary support group,Other health services,397,343,377,-0.136020151,0.099125364,-0.050377834,192,199,198,7,-1,6
z639,z,"Problem related to primary support group, unspecified",Other health services,529,499,464,-0.056710775,-0.070140281,-0.122873346,171,168,178,-3,10,7
z651,z,Imprisonment and other incarceration,Other health services,479,471,600,-0.016701461,0.27388535,0.252609603,176,173,154,-3,-19,-22
z652,z,Problems related to release from prison,Other health services,23,21,15,-0.086956522,-0.285714286,-0.347826087,363,370,370,7,0,7
z653,z,Problems related to other legal circumstances,Other health services,1258,1329,1489,0.056438792,0.120391272,0.183624801,107,103,95,-4,-8,-12
z658,z,Other specified problems related to psychosocial circumstances,Other health services,416,324,251,-0.221153846,-0.225308642,-0.396634615,183,198,227,15,29,44
z659,z,Problem related to unspecified psychosocial circumstances,Other health services,15,27,16,0.8,-0.407407407,0.066666667,377,349,364,-28,15,-13
z66,z,Do not resuscitate,Other health services,22819,24230,26544,0.061834436,0.095501444,0.163241159,7,6,6,-1,0,-1
z6710,z,"Type A blood, Rh positive",Other health services,22,24,11,0.090909091,-0.541666667,-0.5,363,355,381,-8,26,18
z6711,z,"Type A blood, Rh negative",Other health services,400,350,399,-0.125,0.14,-0.0025,185,194,188,9,-6,3
z6721,z,"Type B blood, Rh negative",Other health services,135,132,113,-0.022222222,-0.143939394,-0.162962963,269,270,273,1,3,4
z6731,z,"Type AB blood, Rh negative",Other health services,31,43,49,0.387096774,0.139534884,0.580645161,340,321,317,-19,-4,-23
z6740,z,"Type O blood, Rh positive",Other health services,33,17,16,-0.484848485,-0.058823529,-0.515151515,337,367,360,30,-7,23
z6741,z,"Type O blood, Rh negative",Other health services,457,470,494,0.028446389,0.05106383,0.080962801,175,171,169,-4,-2,-6
z6791,z,"Unspecified blood type, Rh negative",Other health services,391,381,364,-0.025575448,-0.044619423,-0.069053708,185,190,192,5,2,7
z681,z,"Body mass index [BMI] 19.9 or less, adult",Other health services,6585,6029,6599,-0.08443432,0.094543042,0.002126044,32,31,29,-1,-2,-3
z6820,z,"Body mass index [BMI] 20.0-20.9, adult",Other health services,949,959,962,0.010537408,0.003128259,0.01369863,120,118,119,-2,1,-1
z6821,z,"Body mass index [BMI] 21.0-21.9, adult",Other health services,918,848,867,-0.076252723,0.02240566,-0.055555556,123,124,126,1,2,3
z6822,z,"Body mass index [BMI] 22.0-22.9, adult",Other health services,884,766,829,-0.133484163,0.082245431,-0.062217195,128,135,126,7,-9,-2
z6823,z,"Body mass index [BMI] 23.0-23.9, adult",Other health services,853,710,802,-0.167643611,0.129577465,-0.05978898,129,140,128,11,-12,-1
z6824,z,"Body mass index [BMI] 24.0-24.9, adult",Other health services,698,742,736,0.063037249,-0.008086253,0.054441261,145,135,134,-10,-1,-11
z6825,z,"Body mass index [BMI] 25.0-25.9, adult",Other health services,767,710,923,-0.074315515,0.3,0.203389831,139,139,122,0,-17,-17
z6826,z,"Body mass index [BMI] 26.0-26.9, adult",Other health services,651,679,809,0.043010753,0.191458027,0.242703533,147,141,126,-6,-15,-21
z6827,z,"Body mass index [BMI] 27.0-27.9, adult",Other health services,814,716,912,-0.12039312,0.273743017,0.12039312,133,137,123,4,-14,-10
z6828,z,"Body mass index [BMI] 28.0-28.9, adult",Other health services,892,817,1139,-0.084080717,0.394124847,0.27690583,125,127,106,2,-21,-19
z6829,z,"Body mass index [BMI] 29.0-29.9, adult",Other health services,1076,1049,1398,-0.025092937,0.332697807,0.299256506,112,113,97,1,-16,-15
z6830,z,"Body mass index [BMI]30.0-30.9, adult",Other health services,1843,1869,2365,0.014107434,0.265382558,0.283233858,80,78,62,-2,-16,-18
z6831,z,"Body mass index [BMI] 31.0-31.9, adult",Other health services,1835,1784,2413,-0.027792916,0.352578475,0.314986376,80,81,59,1,-22,-21
z6832,z,"Body mass index [BMI] 32.0-32.9, adult",Other health services,1975,1901,2458,-0.037468354,0.293003682,0.244556962,72,75,56,3,-19,-16
z6833,z,"Body mass index [BMI] 33.0-33.9, adult",Other health services,1943,1847,2360,-0.049408132,0.277747699,0.214616572,74,78,61,4,-17,-13
z6834,z,"Body mass index [BMI] 34.0-34.9, adult",Other health services,1903,1929,2337,0.013662638,0.211508554,0.228060956,77,71,61,-6,-10,-16
z6835,z,"Body mass index [BMI] 35.0-35.9, adult",Other health services,2142,1962,2511,-0.084033613,0.279816514,0.172268908,68,69,55,1,-14,-13
z6836,z,"Body mass index [BMI] 36.0-36.9, adult",Other health services,1953,1849,2287,-0.053251408,0.236884803,0.171018945,72,75,60,3,-15,-12
z6837,z,"Body mass index [BMI] 37.0-37.9, adult",Other health services,1826,1736,2105,-0.049288061,0.212557604,0.15279299,75,76,67,1,-9,-8
z6838,z,"Body mass index [BMI] 38.0-38.9, adult",Other health services,1746,1589,2007,-0.089919817,0.263058527,0.149484536,79,82,67,3,-15,-12
z6839,z,"Body mass index [BMI] 39.0-39.9, adult",Other health services,1503,1526,1858,0.015302728,0.217562254,0.236194278,86,84,70,-2,-14,-16
z6841,z,"Body mass index [BMI]40.0-44.9, adult",Other health services,7623,7350,8962,-0.035812672,0.219319728,0.17565263,28,27,21,-1,-6,-7
z6842,z,"Body mass index [BMI] 45.0-49.9, adult",Other health services,4008,3708,4624,-0.074850299,0.247033441,0.153692615,43,43,41,0,-2,-2
z6843,z,"Body mass index [BMI] 50.0-59.9, adult",Other health services,3233,3129,3659,-0.032168265,0.16938319,0.131766161,48,48,46,0,-2,-2
z6844,z,"Body mass index [BMI] 60.0-69.9, adult",Other health services,919,812,977,-0.116430903,0.20320197,0.063112078,108,113,103,5,-10,-5
z6845,z,"Body mass index [BMI] 70 or greater, adult",Other health services,447,416,531,-0.06935123,0.276442308,0.187919463,152,155,136,3,-19,-16
z6851,z,"Body mass index [BMI] pediatric, less than 5th percentile for age",Other health services,100,93,93,-0.07,0,-0.07,254,258,255,4,-3,1
z6852,z,"Body mass index [BMI] pediatric, 5th percentile to less than 85th percentile for age",Other health services,98,99,93,0.010204082,-0.060606061,-0.051020408,256,251,255,-5,4,-1
z6853,z,"Body mass index [BMI] pediatric, 85th percentile to less than 95th percentile for age",Other health services,33,18,34,-0.454545455,0.888888889,0.03030303,307,334,300,27,-34,-7
z6854,z,"Body mass index [BMI] pediatric, greater than or equal to 95th percentile for age",Other health services,244,194,262,-0.204918033,0.350515464,0.073770492,196,213,192,17,-21,-4
z713,z,Dietary counseling and surveillance,Other health services,1351,1407,1440,0.041450777,0.023454158,0.065877128,87,83,81,-4,-2,-6
z7141,z,Alcohol abuse counseling and surveillance of alcoholic,Other health services,420,386,429,-0.080952381,0.111398964,0.021428571,153,160,151,7,-9,-2
z7151,z,Drug abuse counseling and surveillance of drug abuser,Other health services,360,318,364,-0.116666667,0.144654088,0.011111111,164,167,164,3,-3,0
z716,z,Tobacco abuse counseling,Other health services,2313,1937,1754,-0.162559447,-0.094475994,-0.241677475,63,66,71,3,5,8
z7182,z,Exercise counseling,Other health services,61,48,59,-0.213114754,0.229166667,-0.032786885,269,279,272,10,-7,3
z7189,z,Other specified counseling,Other health services,102,156,147,0.529411765,-0.057692308,0.441176471,248,226,225,-22,-1,-23
z720,z,Tobacco use,Other health services,5193,4699,4725,-0.095128057,0.005533092,-0.090121317,38,39,40,1,1,2
z7251,z,High risk heterosexual behavior,Other health services,47,58,60,0.234042553,0.034482759,0.276595745,281,268,267,-13,-1,-14
z72811,z,Adult antisocial behavior,Other health services,27,31,25,0.148148148,-0.193548387,-0.074074074,305,297,305,-8,8,0
z72820,z,Sleep deprivation,Other health services,141,98,118,-0.304964539,0.204081633,-0.163120567,232,244,234,12,-10,2
z7289,z,Other problems related to lifestyle,Other health services,822,1042,1077,0.267639903,0.033589251,0.310218978,113,97,94,-16,-3,-19
z733,z,"Stress, not elsewhere classified",Other health services,20,30,15,0.5,-0.5,-0.25,319,298,319,-21,21,0
z736,z,Limitation of activities due to disability,Other health services,167,134,329,-0.19760479,1.455223881,0.97005988,220,233,166,13,-67,-54
z7401,z,Bed confinement status,Other health services,1351,1208,1152,-0.10584752,-0.046357616,-0.147298298,85,87,88,2,1,3
z7409,z,Other reduced mobility,Other health services,794,657,716,-0.172544081,0.089802131,-0.098236776,114,121,112,7,-9,-2
z741,z,Need for assistance with personal care,Other health services,132,174,87,0.318181818,-0.5,-0.340909091,230,210,246,-20,36,16
z742,z,Need for assistance at home and no other household member able to render care,Other health services,31,44,59,0.419354839,0.340909091,0.903225806,293,274,263,-19,-11,-30
z743,z,Need for continuous supervision,Other health services,83,90,106,0.084337349,0.177777778,0.277108434,249,245,235,-4,-10,-14
z751,z,Person awaiting admission to adequate facility elsewhere,Other health services,304,433,415,0.424342105,-0.041570439,0.365131579,173,146,149,-27,3,-24
z765,z,Malingerer [conscious simulation],Other health services,405,415,378,0.024691358,-0.089156627,-0.066666667,149,148,157,-1,9,8
z7682,z,Awaiting organ transplant status,Other health services,376,300,299,-0.20212766,-0.003333333,-0.204787234,152,167,170,15,3,18
z77090,z,Contact with and (suspected) exposure to asbestos,Other health services,167,164,131,-0.017964072,-0.201219512,-0.215568862,215,212,224,-3,12,9
z77098,z,"Contact with and (suspected) exposure to other hazardous, chiefly nonmedicinal, chemicals",Other health services,48,34,42,-0.291666667,0.235294118,-0.125,269,280,272,11,-8,3
z77120,z,Contact with and (suspected) exposure to mold (toxic),Other health services,24,24,14,0,-0.416666667,-0.416666667,299,298,310,-1,12,11
z77128,z,Contact with and (suspected) exposure to other hazards in the physical environment,Other health services,70,42,31,-0.4,-0.261904762,-0.557142857,251,271,284,20,13,33
z7722,z,Contact with and (suspected) exposure to environmental tobacco smoke (acute) (chronic),Other health services,1564,1589,1260,0.015984655,-0.207048458,-0.194373402,78,77,84,-1,7,6
z7729,z,Contact with and (suspected) exposure to other hazardous substances,Other health services,25,15,13,-0.4,-0.133333333,-0.48,294,311,313,17,2,19
z780,z,Asymptomatic menopausal state,Other health services,137,115,116,-0.160583942,0.008695652,-0.153284672,224,231,226,7,-5,2
z781,z,Physical restraint status,Other health services,2347,2810,3523,0.197273115,0.253736655,0.50106519,61,50,45,-11,-5,-16
z789,z,Other specified health status,Other health services,257,371,275,0.443579767,-0.258760108,0.070038911,181,153,174,-28,21,-7
z7901,z,Long term (current) use of anticoagulants,Other health services,31115,31513,31335,0.012791258,-0.005648463,0.007070545,5,4,5,-1,1,0
z7902,z,Long term (current) use of antithrombotics/antiplatelets,Other health services,13920,14637,16779,0.051508621,0.146341463,0.205387931,9,7,6,-2,-1,-3
z791,z,Long term (current) use of non-steroidal anti-inflammatories (NSAID),Other health services,3398,3001,2598,-0.116833431,-0.13428857,-0.235432607,43,45,47,2,2,4
z792,z,Long term (current) use of antibiotics,Other health services,1924,2023,1666,0.051455301,-0.176470588,-0.134095634,63,59,67,-4,8,4
z793,z,Long term (current) use of hormonal contraceptives,Other health services,154,168,169,0.090909091,0.005952381,0.097402597,211,202,199,-9,-3,-12
z794,z,Long term (current) use of insulin,Other health services,31874,30844,33015,-0.032314739,0.070386461,0.035797201,4,4,4,0,0,0
z7951,z,Long term (current) use of inhaled steroids,Other health services,8272,8672,9043,0.048355899,0.042781365,0.093205996,22,19,17,-3,-2,-5
z7952,z,Long term (current) use of systemic steroids,Other health services,7559,7258,6159,-0.039820082,-0.151419124,-0.185209684,24,23,25,-1,2,1
z79810,z,Long term (current) use of selective estrogen receptor modulators (SERMs),Other health services,151,215,104,0.42384106,-0.51627907,-0.311258278,211,184,222,-27,38,11
z79811,z,Long term (current) use of aromatase inhibitors,Other health services,376,580,413,0.542553191,-0.287931034,0.098404255,143,116,141,-27,25,-2
z79818,z,Long term (current) use of other agents affecting estrogen receptors and estrogen levels,Other health services,119,219,90,0.840336134,-0.589041096,-0.243697479,215,182,225,-33,43,10
z7982,z,Long term (current) use of aspirin,Other health services,52253,50588,53075,-0.031864199,0.049161857,0.015731154,3,3,3,0,0,0
z7983,z,Long term (current) use of bisphosphonates,Other health services,813,1103,1630,0.356703567,0.477787851,1.004920049,102,80,65,-22,-15,-37
z7984,z,Long term (current) use of oral hypoglycemic drugs,Other health services,24510,23949,25509,-0.022888617,0.065138419,0.040758874,3,3,3,0,0,0
z79890,z,Hormone replacement therapy,Other health services,8125,12406,16439,0.526892308,0.325084636,1.023261538,20,7,3,-13,-4,-17
z79891,z,Long term (current) use of opiate analgesic,Other health services,8627,7547,6396,-0.125188362,-0.152510931,-0.2586067,19,19,21,0,2,2
z79899,z,Other long term (current) drug therapy,Other health services,76774,88387,100501,0.151262146,0.137056354,0.309049939,1,1,1,0,0,0
z800,z,Family history of malignant neoplasm of digestive organs,Other health services,2426,2242,1716,-0.075845012,-0.234611954,-0.292662819,46,46,58,0,12,12
z801,z,"Family history of malignant neoplasm of trachea, bronchus and lung",Other health services,1272,1213,776,-0.046383648,-0.360263809,-0.389937107,71,71,91,0,20,20
z802,z,Family history of malignant neoplasm of other respiratory and intrathoracic organs,Other health services,18,17,12,-0.055555556,-0.294117647,-0.333333333,286,287,293,1,6,7
z803,z,Family history of malignant neoplasm of breast,Other health services,1815,1650,1106,-0.090909091,-0.32969697,-0.390633609,58,60,75,2,15,17
z8041,z,Family history of malignant neoplasm of ovary,Other health services,328,250,191,-0.237804878,-0.236,-0.417682927,145,157,178,12,21,33
z8042,z,Family history of malignant neoplasm of prostate,Other health services,528,470,343,-0.109848485,-0.270212766,-0.350378788,120,121,139,1,18,19
z8043,z,Family history of malignant neoplasm of testis,Other health services,30,25,21,-0.166666667,-0.16,-0.3,260,267,272,7,5,12
z8049,z,Family history of malignant neoplasm of other genital organs,Other health services,214,180,133,-0.158878505,-0.261111111,-0.378504673,174,181,200,7,19,26
z8051,z,Family history of malignant neoplasm of kidney,Other health services,106,87,69,-0.179245283,-0.206896552,-0.349056604,208,215,226,7,11,18
z8052,z,Family history of malignant neoplasm of bladder,Other health services,119,97,83,-0.18487395,-0.144329897,-0.302521008,203,210,216,7,6,13
z806,z,Family history of leukemia,Other health services,301,250,165,-0.169435216,-0.34,-0.451827243,151,156,187,5,31,36
z807,z,"Family history of other malignant neoplasms of lymphoid, hematopoietic and related tissues",Other health services,240,252,166,0.05,-0.341269841,-0.308333333,163,155,186,-8,31,23
z808,z,Family history of malignant neoplasm of other organs or systems,Other health services,892,797,615,-0.106502242,-0.228356336,-0.310538117,89,91,101,2,10,12
z809,z,"Family history of malignant neoplasm, unspecified",Other health services,1028,844,724,-0.178988327,-0.142180095,-0.295719844,81,88,93,7,5,12
z810,z,Family history of intellectual disabilities,Other health services,54,48,31,-0.111111111,-0.354166667,-0.425925926,229,232,251,3,19,22
z811,z,Family history of alcohol abuse and dependence,Other health services,843,782,928,-0.072360617,0.186700767,0.100830368,90,92,83,2,-9,-7
z812,z,Family history of tobacco abuse and dependence,Other health services,23,27,10,0.173913043,-0.62962963,-0.565217391,263,255,284,-8,29,21
z813,z,Family history of other psychoactive substance abuse and dependence,Other health services,282,706,627,1.503546099,-0.111898017,1.223404255,151,96,98,-55,2,-53
z814,z,Family history of other substance abuse and dependence,Other health services,174,157,193,-0.097701149,0.229299363,0.109195402,181,184,172,3,-12,-9
z818,z,Family history of other mental and behavioral disorders,Other health services,3214,3952,4311,0.229620411,0.090840081,0.341319228,36,30,31,-6,1,-5
z820,z,Family history of epilepsy and other diseases of the nervous system,Other health services,840,862,638,0.026190476,-0.259860789,-0.24047619,89,83,96,-6,13,7
z821,z,Family history of blindness and visual loss,Other health services,14,11,12,-0.214285714,0.090909091,-0.142857143,273,280,276,7,-4,3
z822,z,Family history of deafness and hearing loss,Other health services,13,13,14,0,0.076923077,0.076923077,273,276,269,3,-7,-4
z823,z,Family history of stroke,Other health services,2381,2279,1638,-0.042839143,-0.281263712,-0.312053759,47,43,58,-4,15,11
z8241,z,Family history of sudden cardiac death,Other health services,59,49,34,-0.169491525,-0.306122449,-0.423728814,217,224,239,7,15,22
z8249,z,Family history of ischemic heart disease and other diseases of the circulatory system,Other health services,11335,10578,6950,-0.066784296,-0.342975988,-0.386854874,11,9,18,-2,9,7
z825,z,Family history of asthma and other chronic lower respiratory diseases,Other health services,1970,2135,1005,0.083756345,-0.529274005,-0.489847716,50,44,77,-6,33,27
z8261,z,Family history of arthritis,Other health services,568,473,443,-0.167253521,-0.063424947,-0.220070423,104,111,116,7,5,12
z8262,z,Family history of osteoporosis,Other health services,82,72,86,-0.12195122,0.194444444,0.048780488,203,207,201,4,-6,-2
z8269,z,Family history of other diseases of the musculoskeletal system and connective tissue,Other health services,44,41,37,-0.068181818,-0.097560976,-0.159090909,224,226,231,2,5,7
z8271,z,Family history of polycystic kidney,Other health services,21,32,16,0.523809524,-0.5,-0.238095238,255,235,258,-20,23,3
z8279,z,"Family history of other congenital malformations, deformations and chromosomal abnormalities",Other health services,124,123,149,-0.008064516,0.211382114,0.201612903,188,190,180,2,-10,-8
z831,z,Family history of other infectious and parasitic diseases,Other health services,39,98,75,1.512820513,-0.234693878,0.923076923,228,194,207,-34,13,-21
z832,z,Family history of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other health services,305,312,299,0.02295082,-0.041666667,-0.019672131,140,131,140,-9,9,0
z833,z,Family history of diabetes mellitus,Other health services,8092,7037,5532,-0.13037568,-0.213869547,-0.316361839,17,17,22,0,5,5
z8342,z,Family history of familial hypercholesterolemia,Other health services,13,15,10,0.153846154,-0.333333333,-0.230769231,261,258,266,-3,8,5
z8349,z,"Family history of other endocrine, nutritional and metabolic diseases",Other health services,471,455,415,-0.033970276,-0.087912088,-0.118895966,114,113,120,-1,7,6
z83511,z,Family history of glaucoma,Other health services,30,28,14,-0.066666667,-0.5,-0.533333333,235,236,256,1,20,21
z836,z,Family history of other diseases of the respiratory system,Other health services,97,64,54,-0.340206186,-0.15625,-0.443298969,193,203,214,10,11,21
z8371,z,Family history of colonic polyps,Other health services,28,31,41,0.107142857,0.322580645,0.464285714,235,230,224,-5,-6,-11
z8379,z,Family history of other diseases of the digestive system,Other health services,158,138,136,-0.126582278,-0.014492754,-0.139240506,177,183,181,6,-2,4
z840,z,Family history of diseases of the skin and subcutaneous tissue,Other health services,13,11,10,-0.153846154,-0.090909091,-0.230769231,256,261,261,5,0,5
z841,z,Family history of disorders of kidney and ureter,Other health services,276,246,257,-0.108695652,0.044715447,-0.06884058,146,143,148,-3,5,2
z842,z,Family history of other diseases of the genitourinary system,Other health services,32,31,27,-0.03125,-0.129032258,-0.15625,231,228,233,-3,5,2
z8481,z,Family history of carrier of genetic disease,Other health services,13,27,23,1.076923077,-0.148148148,0.769230769,254,232,240,-22,8,-14
z8489,z,Family history of other specified conditions,Other health services,120,128,129,0.066666667,0.0078125,0.075,183,182,182,-1,0,-1
z8500,z,Personal history of malignant neoplasm of unspecified digestive organ,Other health services,20,17,15,-0.15,-0.117647059,-0.25,244,248,247,4,-1,3
z8501,z,Personal history of malignant neoplasm of esophagus,Other health services,209,232,236,0.110047847,0.017241379,0.129186603,159,152,152,-7,0,-7
z85028,z,Personal history of other malignant neoplasm of stomach,Other health services,233,199,203,-0.145922747,0.020100503,-0.128755365,150,158,158,8,0,8
z85038,z,Personal history of other malignant neoplasm of large intestine,Other health services,2461,2350,2287,-0.045103616,-0.026808511,-0.070702966,42,37,41,-5,4,-1
z85048,z,"Personal history of other malignant neoplasm of rectum, rectosigmoid junction, and anus",Other health services,727,695,685,-0.044016506,-0.014388489,-0.057771664,89,89,87,0,-2,-2
z8505,z,Personal history of malignant neoplasm of liver,Other health services,329,311,316,-0.054711246,0.01607717,-0.039513678,130,127,132,-3,5,2
z85068,z,Personal history of other malignant neoplasm of small intestine,Other health services,34,38,29,0.117647059,-0.236842105,-0.147058824,223,215,224,-8,9,1
z8507,z,Personal history of malignant neoplasm of pancreas,Other health services,298,279,318,-0.063758389,0.139784946,0.067114094,137,134,131,-3,-3,-6
z8509,z,Personal history of malignant neoplasm of other digestive organs,Other health services,67,54,81,-0.194029851,0.5,0.208955224,194,201,190,7,-11,-4
z85118,z,Personal history of other malignant neoplasm of bronchus and lung,Other health services,1502,1608,1425,0.07057257,-0.11380597,-0.05126498,59,55,59,-4,4,0
z8521,z,Personal history of malignant neoplasm of larynx,Other health services,197,195,175,-0.010152284,-0.102564103,-0.111675127,156,154,160,-2,6,4
z8522,z,"Personal history of malignant neoplasm of nasal cavities, middle ear, and accessory sinuses",Other health services,35,22,27,-0.371428571,0.227272727,-0.228571429,217,231,222,14,-9,5
z85238,z,Personal history of other malignant neoplasm of thymus,Other health services,12,20,10,0.666666667,-0.5,-0.166666667,241,234,245,-7,11,4
z853,z,Personal history of malignant neoplasm of breast,Other health services,6091,5321,5398,-0.126416024,0.014470964,-0.113774421,21,22,22,1,0,1
z8541,z,Personal history of malignant neoplasm of cervix uteri,Other health services,807,726,761,-0.100371747,0.048209366,-0.057001239,83,85,81,2,-4,-2
z8542,z,Personal history of malignant neoplasm of other parts of uterus,Other health services,937,827,923,-0.117395945,0.116082225,-0.014941302,77,79,75,2,-4,-2
z8543,z,Personal history of malignant neoplasm of ovary,Other health services,551,521,537,-0.054446461,0.030710173,-0.025408348,99,95,93,-4,-2,-6
z8544,z,Personal history of malignant neoplasm of other female genital organs,Other health services,99,75,83,-0.242424242,0.106666667,-0.161616162,176,183,183,7,0,7
z8546,z,Personal history of malignant neoplasm of prostate,Other health services,5215,4809,4829,-0.077852349,0.004158869,-0.074017258,24,23,26,-1,3,2
z8547,z,Personal history of malignant neoplasm of testis,Other health services,241,214,238,-0.112033195,0.112149533,-0.012448133,138,144,140,6,-4,2
z8549,z,Personal history of malignant neoplasm of other male genital organs,Other health services,17,21,25,0.235294118,0.19047619,0.470588235,229,226,216,-3,-10,-13
z8550,z,Personal history of malignant neoplasm of unspecified urinary tract organ,Other health services,11,15,11,0.363636364,-0.266666667,0,233,228,235,-5,7,2
z8551,z,Personal history of malignant neoplasm of bladder,Other health services,1702,1719,1601,0.009988249,-0.068644561,-0.059341951,51,49,54,-2,5,3
z85528,z,Personal history of other malignant neoplasm of kidney,Other health services,1448,1372,1388,-0.052486188,0.011661808,-0.041436464,56,57,57,1,0,1
z8553,z,Personal history of malignant neoplasm of renal pelvis,Other health services,56,39,28,-0.303571429,-0.282051282,-0.5,187,201,212,14,11,25
z8554,z,Personal history of malignant neoplasm of ureter,Other health services,25,29,15,0.16,-0.482758621,-0.4,215,208,225,-7,17,10
z856,z,Personal history of leukemia,Other health services,277,275,299,-0.007220217,0.087272727,0.079422383,132,126,126,-6,0,-6
z8571,z,Personal history of Hodgkin lymphoma,Other health services,182,200,157,0.098901099,-0.215,-0.137362637,150,143,155,-7,12,5
z8572,z,Personal history of non-Hodgkin lymphomas,Other health services,839,797,778,-0.050059595,-0.023839398,-0.072705602,78,77,76,-1,-1,-2
z8579,z,"Personal history of other malignant neoplasms of lymphoid, hematopoietic and related tissues",Other health services,53,56,58,0.056603774,0.035714286,0.094339623,188,185,187,-3,2,-1
z85810,z,Personal history of malignant neoplasm of tongue,Other health services,208,171,186,-0.177884615,0.087719298,-0.105769231,143,147,146,4,-1,3
z85818,z,"Personal history of malignant neoplasm of other sites of lip, oral cavity, and pharynx",Other health services,177,166,179,-0.062146893,0.078313253,0.011299435,150,149,146,-1,-3,-4
z85819,z,"Personal history of malignant neoplasm of unspecified site of lip, oral cavity, and pharynx",Other health services,221,234,194,0.058823529,-0.170940171,-0.122171946,140,137,144,-3,7,4
z85820,z,Personal history of malignant melanoma of skin,Other health services,1596,1435,1639,-0.100877193,0.142160279,0.026942356,52,54,52,2,-2,0
z85821,z,Personal history of Merkel cell carcinoma,Other health services,15,15,17,0,0.133333333,0.133333333,219,216,215,-3,-1,-4
z85828,z,Personal history of other malignant neoplasm of skin,Other health services,5435,4802,4931,-0.116467341,0.026863807,-0.092732291,23,23,25,0,2,2
z85830,z,Personal history of malignant neoplasm of bone,Other health services,152,154,139,0.013157895,-0.097402597,-0.085526316,154,153,152,-1,-1,-2
z85831,z,Personal history of malignant neoplasm of soft tissue,Other health services,66,49,101,-0.257575758,1.06122449,0.53030303,174,183,165,9,-18,-9
z85840,z,Personal history of malignant neoplasm of eye,Other health services,37,36,48,-0.027027027,0.333333333,0.297297297,193,191,185,-2,-6,-8
z85841,z,Personal history of malignant neoplasm of brain,Other health services,228,239,243,0.048245614,0.016736402,0.065789474,134,131,133,-3,2,-1
z85850,z,Personal history of malignant neoplasm of thyroid,Other health services,902,804,881,-0.10864745,0.095771144,-0.023281596,73,74,70,1,-4,-3
z85858,z,Personal history of malignant neoplasm of other endocrine glands,Other health services,42,41,37,-0.023809524,-0.097560976,-0.119047619,185,186,189,1,3,4
z8589,z,Personal history of malignant neoplasm of other organs and systems,Other health services,306,315,319,0.029411765,0.012698413,0.04248366,122,113,118,-9,5,-4
z859,z,"Personal history of malignant neoplasm, unspecified",Other health services,82,67,76,-0.182926829,0.134328358,-0.073170732,166,170,169,4,-1,3
z86000,z,Personal history of in-situ neoplasm of breast,Other health services,21,28,33,0.333333333,0.178571429,0.571428571,204,192,191,-12,-1,-13
z86001,z,Personal history of in-situ neoplasm of cervix uteri,Other health services,11,12,12,0.090909091,0,0.090909091,210,210,211,0,1,1
z86006,z,Personal history of melanoma in-situ,Other health services,24,41,47,0.708333333,0.146341463,0.958333333,199,184,181,-15,-3,-18
z86008,z,Personal history of in-situ neoplasm of other site,Other health services,11,13,21,0.181818182,0.615384615,0.909090909,209,208,199,-1,-9,-10
z86010,z,Personal history of colonic polyps,Other health services,1697,1359,1448,-0.199175015,0.06548933,-0.146729523,50,55,53,5,-2,3
z86011,z,Personal history of benign neoplasm of the brain,Other health services,300,288,322,-0.04,0.118055556,0.073333333,122,119,115,-3,-4,-7
z86018,z,Personal history of other benign neoplasm,Other health services,60,56,63,-0.066666667,0.125,0.05,170,173,170,3,-3,0
z8603,z,Personal history of neoplasm of uncertain behavior,Other health services,22,24,13,0.090909091,-0.458333333,-0.409090909,199,192,204,-7,12,5
z8611,z,Personal history of tuberculosis,Other health services,448,385,392,-0.140625,0.018181818,-0.125,100,107,109,7,2,9
z8612,z,Personal history of poliomyelitis,Other health services,185,169,176,-0.086486486,0.041420118,-0.048648649,137,138,137,1,-1,0
z8613,z,Personal history of malaria,Other health services,26,25,25,-0.038461538,0,-0.038461538,189,187,189,-2,2,0
z8614,z,Personal history of Methicillin resistant Staphylococcus aureus infection,Other health services,3943,3403,2963,-0.13695156,-0.129297679,-0.24854172,27,27,31,0,4,4
z8615,z,Personal history of latent tuberculosis infection,Other health services,50,120,113,1.4,-0.058333333,1.26,173,151,151,-22,0,-22
z8619,z,Personal history of other infectious and parasitic diseases,Other health services,2946,3325,7325,0.128649016,1.203007519,1.486422267,30,28,17,-2,-11,-13
z862,z,Personal history of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other health services,173,156,176,-0.098265896,0.128205128,0.01734104,140,141,135,1,-6,-5
z8632,z,Personal history of gestational diabetes,Other health services,174,176,215,0.011494253,0.221590909,0.235632184,138,135,131,-3,-4,-7
z8639,z,"Personal history of other endocrine, nutritional and metabolic disease",Other health services,152,159,201,0.046052632,0.264150943,0.322368421,143,138,132,-5,-6,-11
z8659,z,Personal history of other mental and behavioral disorders,Other health services,404,410,519,0.014851485,0.265853659,0.284653465,101,100,86,-1,-14,-15
z8661,z,Personal history of infections of the central nervous system,Other health services,481,425,427,-0.116424116,0.004705882,-0.112266112,96,97,99,1,2,3
